user_id,course_id,coursetitle,completiondate,status,credithours,grade,trainingcost,trainingtype
1065,AWS-001,AWS Cloud Practitioner,2024-11-09,COMP,30.0,88.21,1969.25,ELEARN
1065,AZURE-001,Microsoft Azure Fundamentals,2024-12-30,FAIL,28.0,56.32,1572.9,ELEARN
1066,GDPR-001,RGPD & Protection des Données,2025-01-04,COMP,2.0,98.24,211.21,COMPLIANCE
1066,HEALTH-001,Santé & Sécurité au Travail,2025-01-03,COMP,4.0,96.07,237.21,COMPLIANCE
1066,FIRE-001,Sécurité & Évacuation Incendie,2025-01-02,COMP,1.0,79.57,100.83,COMPLIANCE
1066,DEI-001,Égalité Femmes-Hommes,2024-12-22,COMP,3.0,71.62,194.42,COMPLIANCE
1066,FRAUD-001,Prévention Fraude & Corruption,2025-01-30,COMP,2.0,98.52,149.59,COMPLIANCE
1066,ETHICS-001,Code de Déontologie Novaryn Tech,2024-12-21,COMP,1.5,76.11,111.29,COMPLIANCE
1066,AZURE-001,Microsoft Azure Fundamentals,2024-12-31,COMP,28.0,74.9,1751.86,ELEARN
1066,COMM-001,Communication & Public Speaking,2024-12-31,COMP,8.0,99.12,423.8,OJT
1066,ML-001,Machine Learning Fundamentals,2024-12-31,COMP,40.0,78.15,1414.83,ELEARN
1067,GDPR-001,RGPD & Protection des Données,2023-04-30,COMP,2.0,95.09,190.81,COMPLIANCE
1067,HEALTH-001,Santé & Sécurité au Travail,2023-05-06,COMP,4.0,81.53,266.36,COMPLIANCE
1067,FIRE-001,Sécurité & Évacuation Incendie,2023-04-04,COMP,1.0,71.79,107.09,COMPLIANCE
1067,DEI-001,Égalité Femmes-Hommes,2023-04-23,COMP,3.0,84.86,193.06,COMPLIANCE
1067,FRAUD-001,Prévention Fraude & Corruption,2023-04-23,COMP,2.0,83.32,141.73,COMPLIANCE
1067,ETHICS-001,Code de Déontologie Novaryn Tech,2023-04-23,COMP,1.5,75.53,118.35,COMPLIANCE
1067,SAFE-001,SAFe Agile Practitioner,2024-01-31,COMP,16.0,90.52,1583.63,COURSE
1067,AZURE-001,Microsoft Azure Fundamentals,2024-05-27,FAIL,28.0,54.34,1521.38,ELEARN
1068,GDPR-001,RGPD & Protection des Données,2014-12-22,COMP,2.0,97.22,212.41,COMPLIANCE
1068,HEALTH-001,Santé & Sécurité au Travail,2014-12-06,COMP,4.0,76.5,226.37,COMPLIANCE
1068,FIRE-001,Sécurité & Évacuation Incendie,2014-12-15,COMP,1.0,94.88,98.68,COMPLIANCE
1068,DEI-001,Égalité Femmes-Hommes,2014-11-26,COMP,3.0,93.48,195.43,COMPLIANCE
1068,FRAUD-001,Prévention Fraude & Corruption,2014-12-17,COMP,2.0,71.71,138.28,COMPLIANCE
1068,ETHICS-001,Code de Déontologie Novaryn Tech,2014-11-23,COMP,1.5,98.57,130.38,COMPLIANCE
1068,ML-001,Machine Learning Fundamentals,2025-06-05,ENR,40.0,0.0,1484.85,ELEARN
1068,K8S-001,Kubernetes Fundamentals,2023-12-27,FAIL,24.0,48.88,1262.56,ELEARN
1068,REACT-001,React & TypeScript Masterclass,2022-08-02,COMP,36.0,96.31,1121.05,ELEARN
1068,PM-001,Product Management Essentials,2023-06-04,COMP,20.0,70.98,1379.57,COURSE
1069,GDPR-001,RGPD & Protection des Données,2022-06-22,COMP,2.0,86.28,193.5,COMPLIANCE
1069,HEALTH-001,Santé & Sécurité au Travail,2022-05-29,COMP,4.0,71.16,238.71,COMPLIANCE
1069,FIRE-001,Sécurité & Évacuation Incendie,2022-05-21,COMP,1.0,89.78,105.65,COMPLIANCE
1069,DEI-001,Égalité Femmes-Hommes,2022-06-24,COMP,3.0,93.15,162.44,COMPLIANCE
1069,FRAUD-001,Prévention Fraude & Corruption,2022-05-23,COMP,2.0,87.05,144.63,COMPLIANCE
1069,ETHICS-001,Code de Déontologie Novaryn Tech,2022-05-20,COMP,1.5,95.43,118.65,COMPLIANCE
1069,K8S-001,Kubernetes Fundamentals,2023-09-21,COMP,24.0,98.64,1093.47,ELEARN
1069,SCRUM-001,Scrum Fundamentals,2025-04-27,ENR,12.0,0.0,583.55,ELEARN
1070,GDPR-001,RGPD & Protection des Données,2021-04-18,COMP,2.0,98.17,191.06,COMPLIANCE
1070,HEALTH-001,Santé & Sécurité au Travail,2021-04-20,COMP,4.0,86.54,272.66,COMPLIANCE
1070,FIRE-001,Sécurité & Évacuation Incendie,2021-04-09,COMP,1.0,75.39,105.32,COMPLIANCE
1070,DEI-001,Égalité Femmes-Hommes,2021-03-29,COMP,3.0,77.79,179.82,COMPLIANCE
1070,FRAUD-001,Prévention Fraude & Corruption,2021-03-26,COMP,2.0,88.91,139.41,COMPLIANCE
1070,ETHICS-001,Code de Déontologie Novaryn Tech,2021-04-20,COMP,1.5,89.68,113.58,COMPLIANCE
1070,PYTHON-001,Python for Data Science,2023-09-19,COMP,24.0,77.61,945.2,ELEARN
1070,SAFE-001,SAFe Agile Practitioner,2023-07-10,COMP,16.0,69.12,1589.72,COURSE
1072,GDPR-001,RGPD & Protection des Données,2023-02-13,COMP,2.0,99.26,180.64,COMPLIANCE
1072,HEALTH-001,Santé & Sécurité au Travail,2023-02-19,COMP,4.0,86.21,227.24,COMPLIANCE
1072,FIRE-001,Sécurité & Évacuation Incendie,2023-02-12,COMP,1.0,80.49,91.55,COMPLIANCE
1072,DEI-001,Égalité Femmes-Hommes,2023-02-25,COMP,3.0,73.4,164.79,COMPLIANCE
1072,FRAUD-001,Prévention Fraude & Corruption,2023-02-10,COMP,2.0,79.77,146.14,COMPLIANCE
1072,ETHICS-001,Code de Déontologie Novaryn Tech,2023-03-21,COMP,1.5,90.43,109.71,COMPLIANCE
1072,AZURE-001,Microsoft Azure Fundamentals,2024-03-26,COMP,28.0,76.33,1672.95,ELEARN
1072,PYTHON-001,Python for Data Science,2023-06-22,COMP,24.0,98.94,1036.57,ELEARN
1072,SCRUM-001,Scrum Fundamentals,2024-07-28,COMP,12.0,61.78,677.46,ELEARN
1072,SQL-001,Advanced SQL for Analytics,2023-05-21,FAIL,16.0,40.49,826.17,ELEARN
1072,PM-001,Product Management Essentials,2025-06-04,ENR,20.0,0.0,1277.68,COURSE
1073,GDPR-001,RGPD & Protection des Données,2020-12-14,COMP,2.0,85.25,203.26,COMPLIANCE
1073,HEALTH-001,Santé & Sécurité au Travail,2020-11-19,COMP,4.0,98.2,243.94,COMPLIANCE
1073,FIRE-001,Sécurité & Évacuation Incendie,2020-12-04,COMP,1.0,70.98,104.53,COMPLIANCE
1073,DEI-001,Égalité Femmes-Hommes,2020-11-21,COMP,3.0,92.88,185.37,COMPLIANCE
1073,FRAUD-001,Prévention Fraude & Corruption,2020-11-01,COMP,2.0,98.76,164.77,COMPLIANCE
1073,ETHICS-001,Code de Déontologie Novaryn Tech,2020-12-03,COMP,1.5,85.1,121.79,COMPLIANCE
1073,ML-001,Machine Learning Fundamentals,2024-03-05,COMP,40.0,86.37,1609.76,ELEARN
1073,COMM-001,Communication & Public Speaking,2022-06-03,COMP,8.0,67.8,409.03,OJT
1073,LEAD-001,Leadership & Management,2023-08-14,FAIL,20.0,46.25,1634.55,COURSE
1073,EXCEL-001,Excel Avancé & Reporting,2022-02-11,FAIL,8.0,44.39,377.78,ELEARN
1073,SCRUM-001,Scrum Fundamentals,2021-02-28,FAIL,12.0,53.17,590.1,ELEARN
1074,GDPR-001,RGPD & Protection des Données,2016-04-22,COMP,2.0,80.86,194.08,COMPLIANCE
1074,HEALTH-001,Santé & Sécurité au Travail,2016-04-28,COMP,4.0,72.29,243.11,COMPLIANCE
1074,FIRE-001,Sécurité & Évacuation Incendie,2016-04-26,COMP,1.0,88.16,98.98,COMPLIANCE
1074,DEI-001,Égalité Femmes-Hommes,2016-04-22,COMP,3.0,76.89,191.8,COMPLIANCE
1074,FRAUD-001,Prévention Fraude & Corruption,2016-04-04,COMP,2.0,97.77,142.35,COMPLIANCE
1074,ETHICS-001,Code de Déontologie Novaryn Tech,2016-04-22,COMP,1.5,90.22,123.98,COMPLIANCE
1074,EXCEL-001,Excel Avancé & Reporting,2020-10-10,COMP,8.0,76.34,400.6,ELEARN
1074,AZURE-001,Microsoft Azure Fundamentals,2021-12-12,COMP,28.0,79.77,1783.09,ELEARN
1074,SQL-001,Advanced SQL for Analytics,2024-11-22,COMP,16.0,67.2,788.98,ELEARN
1074,SAFE-001,SAFe Agile Practitioner,2024-12-29,COMP,16.0,76.75,1511.51,COURSE
1075,GDPR-001,RGPD & Protection des Données,2017-11-22,COMP,2.0,97.9,209.71,COMPLIANCE
1075,HEALTH-001,Santé & Sécurité au Travail,2017-10-16,COMP,4.0,96.08,266.69,COMPLIANCE
1075,FIRE-001,Sécurité & Évacuation Incendie,2017-10-09,COMP,1.0,90.7,109.8,COMPLIANCE
1075,DEI-001,Égalité Femmes-Hommes,2017-10-16,COMP,3.0,85.45,181.06,COMPLIANCE
1075,FRAUD-001,Prévention Fraude & Corruption,2017-11-01,COMP,2.0,97.13,145.63,COMPLIANCE
1075,ETHICS-001,Code de Déontologie Novaryn Tech,2017-11-02,COMP,1.5,90.91,113.79,COMPLIANCE
1075,LEAD-001,Leadership & Management,2020-03-05,COMP,20.0,64.31,1599.98,COURSE
1075,SQL-001,Advanced SQL for Analytics,2022-04-17,COMP,16.0,96.83,907.98,ELEARN
1075,COMM-001,Communication & Public Speaking,2024-11-25,FAIL,8.0,51.99,428.88,OJT
1075,PM-001,Product Management Essentials,2020-05-04,COMP,20.0,90.31,1272.04,COURSE
1076,GDPR-001,RGPD & Protection des Données,2021-07-26,COMP,2.0,75.5,210.64,COMPLIANCE
1076,HEALTH-001,Santé & Sécurité au Travail,2021-08-01,COMP,4.0,98.1,229.19,COMPLIANCE
1076,FIRE-001,Sécurité & Évacuation Incendie,2021-06-10,COMP,1.0,87.81,97.4,COMPLIANCE
1076,DEI-001,Égalité Femmes-Hommes,2021-07-21,COMP,3.0,83.61,173.54,COMPLIANCE
1076,FRAUD-001,Prévention Fraude & Corruption,2021-06-21,COMP,2.0,85.26,152.64,COMPLIANCE
1076,ETHICS-001,Code de Déontologie Novaryn Tech,2021-07-29,COMP,1.5,72.91,115.14,COMPLIANCE
1076,SCRUM-001,Scrum Fundamentals,2024-11-29,COMP,12.0,93.76,586.8,ELEARN
1076,PM-001,Product Management Essentials,2024-11-18,COMP,20.0,72.74,1084.23,COURSE
1076,ML-001,Machine Learning Fundamentals,2022-05-31,COMP,40.0,92.56,1712.62,ELEARN
1076,SAFE-001,SAFe Agile Practitioner,2023-09-01,FAIL,16.0,44.0,1408.04,COURSE
1077,GDPR-001,RGPD & Protection des Données,2015-11-12,COMP,2.0,96.39,192.57,COMPLIANCE
1077,HEALTH-001,Santé & Sécurité au Travail,2015-10-29,COMP,4.0,78.54,230.93,COMPLIANCE
1077,FIRE-001,Sécurité & Évacuation Incendie,2015-10-24,COMP,1.0,84.6,94.47,COMPLIANCE
1077,DEI-001,Égalité Femmes-Hommes,2015-10-17,COMP,3.0,78.65,195.04,COMPLIANCE
1077,FRAUD-001,Prévention Fraude & Corruption,2015-11-14,COMP,2.0,92.6,162.74,COMPLIANCE
1077,ETHICS-001,Code de Déontologie Novaryn Tech,2015-11-18,COMP,1.5,78.36,110.3,COMPLIANCE
1077,SCRUM-001,Scrum Fundamentals,2024-05-31,FAIL,12.0,50.26,653.82,ELEARN
1077,PM-001,Product Management Essentials,2023-10-05,COMP,20.0,93.3,1029.28,COURSE
1077,EXCEL-001,Excel Avancé & Reporting,2022-05-14,COMP,8.0,97.67,408.54,ELEARN
1078,GDPR-001,RGPD & Protection des Données,2024-03-09,COMP,2.0,83.34,185.05,COMPLIANCE
1078,HEALTH-001,Santé & Sécurité au Travail,2024-02-21,COMP,4.0,78.85,230.48,COMPLIANCE
1078,FIRE-001,Sécurité & Évacuation Incendie,2024-03-08,COMP,1.0,97.58,92.4,COMPLIANCE
1078,DEI-001,Égalité Femmes-Hommes,2024-02-19,COMP,3.0,84.8,165.13,COMPLIANCE
1078,FRAUD-001,Prévention Fraude & Corruption,2024-01-31,COMP,2.0,99.79,156.95,COMPLIANCE
1078,ETHICS-001,Code de Déontologie Novaryn Tech,2024-01-30,COMP,1.5,99.05,127.29,COMPLIANCE
1078,COMM-001,Communication & Public Speaking,2024-06-24,COMP,8.0,73.41,394.42,OJT
1078,LEAD-001,Leadership & Management,2025-06-25,ENR,20.0,0.0,1624.67,COURSE
1078,SQL-001,Advanced SQL for Analytics,2025-05-10,ENR,16.0,0.0,894.15,ELEARN
1079,GDPR-001,RGPD & Protection des Données,2015-12-02,COMP,2.0,83.0,217.29,COMPLIANCE
1079,HEALTH-001,Santé & Sécurité au Travail,2016-01-19,COMP,4.0,85.64,234.52,COMPLIANCE
1079,FIRE-001,Sécurité & Évacuation Incendie,2016-01-04,COMP,1.0,89.83,107.55,COMPLIANCE
1079,DEI-001,Égalité Femmes-Hommes,2015-12-02,COMP,3.0,98.48,184.58,COMPLIANCE
1079,FRAUD-001,Prévention Fraude & Corruption,2015-12-15,COMP,2.0,74.11,146.29,COMPLIANCE
1079,ETHICS-001,Code de Déontologie Novaryn Tech,2015-12-14,COMP,1.5,90.2,114.37,COMPLIANCE
1079,K8S-001,Kubernetes Fundamentals,2024-03-07,COMP,24.0,67.94,1224.04,ELEARN
1079,PYTHON-001,Python for Data Science,2020-10-10,FAIL,24.0,56.29,1074.83,ELEARN
1079,EXCEL-001,Excel Avancé & Reporting,2023-12-31,COMP,8.0,62.69,406.93,ELEARN
1080,GDPR-001,RGPD & Protection des Données,2017-09-04,COMP,2.0,91.3,181.55,COMPLIANCE
1080,HEALTH-001,Santé & Sécurité au Travail,2017-10-05,COMP,4.0,77.89,244.01,COMPLIANCE
1080,FIRE-001,Sécurité & Évacuation Incendie,2017-09-28,COMP,1.0,77.04,96.97,COMPLIANCE
1080,DEI-001,Égalité Femmes-Hommes,2017-09-24,COMP,3.0,89.71,168.48,COMPLIANCE
1080,FRAUD-001,Prévention Fraude & Corruption,2017-09-10,COMP,2.0,95.22,161.25,COMPLIANCE
1080,ETHICS-001,Code de Déontologie Novaryn Tech,2017-10-03,COMP,1.5,84.55,127.12,COMPLIANCE
1080,PM-001,Product Management Essentials,2022-12-17,COMP,20.0,64.49,1337.12,COURSE
1080,SQL-001,Advanced SQL for Analytics,2025-05-06,ENR,16.0,0.0,780.7,ELEARN
1080,ML-001,Machine Learning Fundamentals,2022-11-01,COMP,40.0,69.9,1563.94,ELEARN
1080,K8S-001,Kubernetes Fundamentals,2022-09-24,COMP,24.0,98.25,1153.0,ELEARN
1080,AZURE-001,Microsoft Azure Fundamentals,2020-11-20,COMP,28.0,75.92,1421.47,ELEARN
1081,GDPR-001,RGPD & Protection des Données,2016-02-24,COMP,2.0,95.2,214.56,COMPLIANCE
1081,HEALTH-001,Santé & Sécurité au Travail,2016-03-03,COMP,4.0,82.36,236.74,COMPLIANCE
1081,FIRE-001,Sécurité & Évacuation Incendie,2016-02-12,COMP,1.0,78.04,94.3,COMPLIANCE
1081,DEI-001,Égalité Femmes-Hommes,2016-03-15,COMP,3.0,82.27,182.24,COMPLIANCE
1081,FRAUD-001,Prévention Fraude & Corruption,2016-02-14,COMP,2.0,77.85,144.53,COMPLIANCE
1081,ETHICS-001,Code de Déontologie Novaryn Tech,2016-02-19,COMP,1.5,94.27,118.2,COMPLIANCE
1081,SCRUM-001,Scrum Fundamentals,2021-05-14,COMP,12.0,92.74,565.53,ELEARN
1081,AZURE-001,Microsoft Azure Fundamentals,2022-10-21,COMP,28.0,82.9,1439.94,ELEARN
1081,K8S-001,Kubernetes Fundamentals,2023-07-02,COMP,24.0,85.01,1247.8,ELEARN
1081,AWS-001,AWS Cloud Practitioner,2024-03-19,COMP,30.0,73.19,1856.68,ELEARN
1082,GDPR-001,RGPD & Protection des Données,2020-04-12,COMP,2.0,98.51,180.84,COMPLIANCE
1082,HEALTH-001,Santé & Sécurité au Travail,2020-05-05,COMP,4.0,72.71,260.24,COMPLIANCE
1082,FIRE-001,Sécurité & Évacuation Incendie,2020-05-03,COMP,1.0,93.01,101.06,COMPLIANCE
1082,DEI-001,Égalité Femmes-Hommes,2020-05-22,COMP,3.0,71.48,169.58,COMPLIANCE
1082,FRAUD-001,Prévention Fraude & Corruption,2020-05-15,COMP,2.0,75.95,139.71,COMPLIANCE
1082,ETHICS-001,Code de Déontologie Novaryn Tech,2020-05-15,COMP,1.5,81.87,125.23,COMPLIANCE
1082,EXCEL-001,Excel Avancé & Reporting,2022-12-15,COMP,8.0,82.12,369.84,ELEARN
1082,PYTHON-001,Python for Data Science,2023-11-29,COMP,24.0,93.82,1076.54,ELEARN
1082,SQL-001,Advanced SQL for Analytics,2020-10-25,COMP,16.0,80.06,869.92,ELEARN
1082,SAFE-001,SAFe Agile Practitioner,2024-05-16,COMP,16.0,71.32,1200.18,COURSE
1083,GDPR-001,RGPD & Protection des Données,2014-05-19,COMP,2.0,93.17,189.89,COMPLIANCE
1083,HEALTH-001,Santé & Sécurité au Travail,2014-04-26,COMP,4.0,92.5,265.65,COMPLIANCE
1083,FIRE-001,Sécurité & Évacuation Incendie,2014-05-03,COMP,1.0,89.66,92.62,COMPLIANCE
1083,DEI-001,Égalité Femmes-Hommes,2014-05-26,COMP,3.0,96.3,193.03,COMPLIANCE
1083,FRAUD-001,Prévention Fraude & Corruption,2014-04-13,COMP,2.0,72.22,156.66,COMPLIANCE
1083,ETHICS-001,Code de Déontologie Novaryn Tech,2014-05-27,COMP,1.5,91.98,108.48,COMPLIANCE
1083,LEAD-001,Leadership & Management,2025-04-24,ENR,20.0,0.0,1649.16,COURSE
1083,COMM-001,Communication & Public Speaking,2025-05-11,ENR,8.0,0.0,391.02,OJT
1083,PM-001,Product Management Essentials,2025-05-08,ENR,20.0,0.0,1118.66,COURSE
1084,GDPR-001,RGPD & Protection des Données,2020-02-04,COMP,2.0,72.99,218.77,COMPLIANCE
1084,HEALTH-001,Santé & Sécurité au Travail,2020-02-28,COMP,4.0,84.14,239.56,COMPLIANCE
1084,FIRE-001,Sécurité & Évacuation Incendie,2020-01-28,COMP,1.0,76.67,98.13,COMPLIANCE
1084,DEI-001,Égalité Femmes-Hommes,2020-02-09,COMP,3.0,84.5,194.68,COMPLIANCE
1084,FRAUD-001,Prévention Fraude & Corruption,2020-02-26,COMP,2.0,85.2,146.47,COMPLIANCE
1084,ETHICS-001,Code de Déontologie Novaryn Tech,2020-02-23,COMP,1.5,91.83,130.83,COMPLIANCE
1084,K8S-001,Kubernetes Fundamentals,2023-01-14,COMP,24.0,61.0,1189.5,ELEARN
1084,AWS-001,AWS Cloud Practitioner,2021-04-10,COMP,30.0,79.07,1588.83,ELEARN
1085,GDPR-001,RGPD & Protection des Données,2018-12-30,COMP,2.0,79.97,212.39,COMPLIANCE
1085,HEALTH-001,Santé & Sécurité au Travail,2018-12-16,COMP,4.0,72.86,233.46,COMPLIANCE
1085,FIRE-001,Sécurité & Évacuation Incendie,2019-01-11,COMP,1.0,87.8,91.68,COMPLIANCE
1085,DEI-001,Égalité Femmes-Hommes,2019-01-05,COMP,3.0,88.49,179.05,COMPLIANCE
1085,FRAUD-001,Prévention Fraude & Corruption,2019-01-26,COMP,2.0,95.19,157.82,COMPLIANCE
1085,ETHICS-001,Code de Déontologie Novaryn Tech,2018-12-14,COMP,1.5,93.02,114.05,COMPLIANCE
1085,COMM-001,Communication & Public Speaking,2023-06-09,COMP,8.0,82.61,388.78,OJT
1085,SQL-001,Advanced SQL for Analytics,2024-05-17,COMP,16.0,87.62,861.21,ELEARN
1085,PYTHON-001,Python for Data Science,2025-06-08,ENR,24.0,0.0,999.94,ELEARN
1085,SCRUM-001,Scrum Fundamentals,2024-08-12,FAIL,12.0,44.48,593.05,ELEARN
1086,GDPR-001,RGPD & Protection des Données,2013-10-01,COMP,2.0,85.43,214.35,COMPLIANCE
1086,HEALTH-001,Santé & Sécurité au Travail,2013-10-17,COMP,4.0,72.44,230.25,COMPLIANCE
1086,FIRE-001,Sécurité & Évacuation Incendie,2013-10-15,COMP,1.0,72.33,92.55,COMPLIANCE
1086,DEI-001,Égalité Femmes-Hommes,2013-09-01,COMP,3.0,74.86,188.93,COMPLIANCE
1086,FRAUD-001,Prévention Fraude & Corruption,2013-09-11,COMP,2.0,75.92,161.09,COMPLIANCE
1086,ETHICS-001,Code de Déontologie Novaryn Tech,2013-09-08,COMP,1.5,71.17,118.18,COMPLIANCE
1086,SAFE-001,SAFe Agile Practitioner,2023-12-06,COMP,16.0,94.97,1365.62,COURSE
1086,ML-001,Machine Learning Fundamentals,2023-07-07,COMP,40.0,64.7,1837.96,ELEARN
1086,K8S-001,Kubernetes Fundamentals,2025-06-25,ENR,24.0,0.0,1024.47,ELEARN
1087,GDPR-001,RGPD & Protection des Données,2018-02-06,COMP,2.0,88.45,194.87,COMPLIANCE
1087,HEALTH-001,Santé & Sécurité au Travail,2018-02-27,COMP,4.0,74.98,239.51,COMPLIANCE
1087,FIRE-001,Sécurité & Évacuation Incendie,2018-03-01,COMP,1.0,76.13,102.28,COMPLIANCE
1087,DEI-001,Égalité Femmes-Hommes,2018-03-03,COMP,3.0,81.14,183.76,COMPLIANCE
1087,FRAUD-001,Prévention Fraude & Corruption,2018-02-16,COMP,2.0,83.89,163.09,COMPLIANCE
1087,ETHICS-001,Code de Déontologie Novaryn Tech,2018-03-05,COMP,1.5,91.6,128.46,COMPLIANCE
1087,PYTHON-001,Python for Data Science,2021-08-05,COMP,24.0,76.65,895.1,ELEARN
1087,ML-001,Machine Learning Fundamentals,2024-05-29,COMP,40.0,99.08,1509.68,ELEARN
1087,K8S-001,Kubernetes Fundamentals,2023-01-29,COMP,24.0,87.76,1112.45,ELEARN
1088,GDPR-001,RGPD & Protection des Données,2020-01-08,COMP,2.0,72.84,205.0,COMPLIANCE
1088,HEALTH-001,Santé & Sécurité au Travail,2020-01-25,COMP,4.0,74.69,242.52,COMPLIANCE
1088,FIRE-001,Sécurité & Évacuation Incendie,2020-01-22,COMP,1.0,96.5,96.9,COMPLIANCE
1088,DEI-001,Égalité Femmes-Hommes,2019-12-18,COMP,3.0,97.84,171.88,COMPLIANCE
1088,FRAUD-001,Prévention Fraude & Corruption,2020-02-08,COMP,2.0,97.35,147.78,COMPLIANCE
1088,ETHICS-001,Code de Déontologie Novaryn Tech,2020-02-02,COMP,1.5,79.17,122.99,COMPLIANCE
1088,AZURE-001,Microsoft Azure Fundamentals,2024-06-05,COMP,28.0,64.12,1463.89,ELEARN
1088,ML-001,Machine Learning Fundamentals,2023-12-13,COMP,40.0,82.55,1420.82,ELEARN
1088,COMM-001,Communication & Public Speaking,2020-08-17,COMP,8.0,85.79,385.95,OJT
1088,AWS-001,AWS Cloud Practitioner,2021-12-02,COMP,30.0,94.14,1856.58,ELEARN
1088,LEAD-001,Leadership & Management,2022-06-17,FAIL,20.0,54.01,1552.15,COURSE
1089,GDPR-001,RGPD & Protection des Données,2023-03-21,COMP,2.0,76.28,180.11,COMPLIANCE
1089,HEALTH-001,Santé & Sécurité au Travail,2023-03-05,COMP,4.0,99.67,229.57,COMPLIANCE
1089,FIRE-001,Sécurité & Évacuation Incendie,2023-04-11,COMP,1.0,88.45,92.87,COMPLIANCE
1089,DEI-001,Égalité Femmes-Hommes,2023-03-21,COMP,3.0,96.24,173.64,COMPLIANCE
1089,FRAUD-001,Prévention Fraude & Corruption,2023-02-22,COMP,2.0,74.11,159.22,COMPLIANCE
1089,ETHICS-001,Code de Déontologie Novaryn Tech,2023-03-18,COMP,1.5,89.95,115.85,COMPLIANCE
1089,AWS-001,AWS Cloud Practitioner,2024-07-12,COMP,30.0,90.96,1911.37,ELEARN
1089,ML-001,Machine Learning Fundamentals,2023-08-22,COMP,40.0,93.55,1512.15,ELEARN
1090,GDPR-001,RGPD & Protection des Données,2013-01-23,COMP,2.0,96.5,213.69,COMPLIANCE
1090,HEALTH-001,Santé & Sécurité au Travail,2013-01-28,COMP,4.0,98.36,266.68,COMPLIANCE
1090,FIRE-001,Sécurité & Évacuation Incendie,2013-03-04,COMP,1.0,74.29,98.74,COMPLIANCE
1090,DEI-001,Égalité Femmes-Hommes,2013-02-15,COMP,3.0,84.7,190.4,COMPLIANCE
1090,FRAUD-001,Prévention Fraude & Corruption,2013-03-02,COMP,2.0,73.61,161.99,COMPLIANCE
1090,ETHICS-001,Code de Déontologie Novaryn Tech,2013-02-28,COMP,1.5,80.45,108.61,COMPLIANCE
1090,K8S-001,Kubernetes Fundamentals,2022-06-13,COMP,24.0,82.39,1264.31,ELEARN
1090,SAFE-001,SAFe Agile Practitioner,2023-09-23,FAIL,16.0,47.27,1265.18,COURSE
1090,SQL-001,Advanced SQL for Analytics,2025-04-01,ENR,16.0,0.0,727.0,ELEARN
1090,REACT-001,React & TypeScript Masterclass,2021-01-12,COMP,36.0,67.8,1231.03,ELEARN
1091,GDPR-001,RGPD & Protection des Données,2017-11-06,COMP,2.0,72.82,194.75,COMPLIANCE
1091,HEALTH-001,Santé & Sécurité au Travail,2017-11-01,COMP,4.0,85.08,225.65,COMPLIANCE
1091,FIRE-001,Sécurité & Évacuation Incendie,2017-11-02,COMP,1.0,71.01,95.5,COMPLIANCE
1091,DEI-001,Égalité Femmes-Hommes,2017-11-15,COMP,3.0,81.95,197.85,COMPLIANCE
1091,FRAUD-001,Prévention Fraude & Corruption,2017-11-30,COMP,2.0,77.59,153.76,COMPLIANCE
1091,ETHICS-001,Code de Déontologie Novaryn Tech,2017-11-21,COMP,1.5,94.7,128.72,COMPLIANCE
1091,PM-001,Product Management Essentials,2020-03-30,COMP,20.0,95.0,1290.21,COURSE
1091,SAFE-001,SAFe Agile Practitioner,2025-04-04,ENR,16.0,0.0,1345.2,COURSE
1091,K8S-001,Kubernetes Fundamentals,2021-05-07,COMP,24.0,88.53,1167.86,ELEARN
1091,COMM-001,Communication & Public Speaking,2022-08-23,COMP,8.0,94.04,349.94,OJT
1091,PYTHON-001,Python for Data Science,2025-04-15,ENR,24.0,0.0,866.81,ELEARN
1092,GDPR-001,RGPD & Protection des Données,2015-05-22,COMP,2.0,91.32,192.57,COMPLIANCE
1092,HEALTH-001,Santé & Sécurité au Travail,2015-05-16,COMP,4.0,78.32,267.63,COMPLIANCE
1092,FIRE-001,Sécurité & Évacuation Incendie,2015-05-23,COMP,1.0,88.42,90.33,COMPLIANCE
1092,DEI-001,Égalité Femmes-Hommes,2015-06-04,COMP,3.0,90.16,194.39,COMPLIANCE
1092,FRAUD-001,Prévention Fraude & Corruption,2015-05-27,COMP,2.0,75.08,164.59,COMPLIANCE
1092,ETHICS-001,Code de Déontologie Novaryn Tech,2015-05-28,COMP,1.5,98.33,120.39,COMPLIANCE
1092,REACT-001,React & TypeScript Masterclass,2020-02-12,COMP,36.0,90.45,1073.11,ELEARN
1092,SAFE-001,SAFe Agile Practitioner,2024-09-11,COMP,16.0,66.9,1208.69,COURSE
1092,COMM-001,Communication & Public Speaking,2023-06-21,COMP,8.0,87.55,389.11,OJT
1092,SCRUM-001,Scrum Fundamentals,2020-10-16,COMP,12.0,93.68,679.4,ELEARN
1092,LEAD-001,Leadership & Management,2021-11-29,COMP,20.0,82.42,1327.97,COURSE
1093,GDPR-001,RGPD & Protection des Données,2019-09-24,COMP,2.0,87.05,207.85,COMPLIANCE
1093,HEALTH-001,Santé & Sécurité au Travail,2019-10-01,COMP,4.0,97.91,229.41,COMPLIANCE
1093,FIRE-001,Sécurité & Évacuation Incendie,2019-08-31,COMP,1.0,75.48,91.73,COMPLIANCE
1093,DEI-001,Égalité Femmes-Hommes,2019-09-15,COMP,3.0,87.73,196.77,COMPLIANCE
1093,FRAUD-001,Prévention Fraude & Corruption,2019-10-14,COMP,2.0,75.08,135.31,COMPLIANCE
